# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.0685e+01 9.4963e-05 2.7572e-06
1.0706e+01 7.3027e-05 2.7669e-06
1.0726e+01 6.8724e-05 2.7317e-06
1.0746e+01 7.3860e-05 2.7593e-06
1.0767e+01 7.4244e-05 2.8729e-06
1.0788e+01 8.4792e-05 2.9169e-06
1.0809e+01 9.9533e-05 3.0337e-06
1.0829e+01 1.0952e-04 3.0714e-06
1.0849e+01 1.2336e-04 3.1640e-06
1.0870e+01 1.4062e-04 3.2569e-06
1.0890e+01 1.5582e-04 3.3068e-06
1.0911e+01 1.4503e-04 3.2639e-06
1.0931e+01 1.5505e-04 3.3390e-06
1.0951e+01 1.6052e-04 3.5748e-06
1.0971e+01 1.5534e-04 3.6293e-06
1.0991e+01 1.4617e-04 3.6379e-06
1.1011e+01 1.4501e-04 3.8219e-06
1.1031e+01 1.8082e-04 3.6239e-06
1.1051e+01 1.9286e-04 3.9059e-06
1.1071e+01 2.0530e-04 4.0228e-06
1.1091e+01 2.1233e-04 4.1185e-06
1.1110e+01 2.0860e-04 4.1388e-06
1.1130e+01 2.2534e-04 4.3063e-06
1.1150e+01 2.1076e-04 4.2218e-06
1.1170e+01 1.8037e-04 4.4280e-06
1.1189e+01 1.8303e-04 4.7716e-06
1.1209e+01 1.5449e-04 4.6733e-06
1.1229e+01 1.6462e-04 4.6150e-06
1.1247e+01 1.6038e-04 4.6558e-06
1.1267e+01 1.7608e-04 4.6969e-06
1.1286e+01 1.9003e-04 4.8577e-06
1.1305e+01 2.0923e-04 4.9109e-06
1.1325e+01 2.4247e-04 5.0168e-06
1.1344e+01 2.1262e-04 5.1060e-06
1.1363e+01 2.2278e-04 5.2953e-06
1.1382e+01 2.4060e-04 5.2102e-06
1.1401e+01 2.3424e-04 5.3075e-06
1.1420e+01 2.2693e-04 4.9279e-06
1.1439e+01 1.9423e-04 5.2873e-06
1.1458e+01 1.7894e-04 5.0199e-06
1.1477e+01 1.7555e-04 5.2833e-06
1.1495e+01 1.6247e-04 5.4346e-06
1.1514e+01 1.5090e-04 5.5565e-06
1.1532e+01 1.6650e-04 5.3310e-06
1.1551e+01 1.6690e-04 5.7890e-06
1.1570e+01 2.1950e-04 5.9581e-06
1.1589e+01 2.2005e-04 6.0397e-06
1.1607e+01 2.1874e-04 6.1386e-06
1.1625e+01 2.0815e-04 6.2289e-06
1.1643e+01 2.0363e-04 6.2733e-06
1.1662e+01 1.9290e-04 6.0826e-06
1.1680e+01 1.6169e-04 6.3320e-06
1.1699e+01 1.6433e-04 6.5201e-06
1.1717e+01 1.5318e-04 6.7067e-06
1.1735e+01 1.3802e-04 6.6957e-06
1.1754e+01 1.5336e-04 6.9460e-06
1.1771e+01 1.5479e-04 6.8605e-06
1.1789e+01 1.7414e-04 7.3507e-06
