# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.1011e+01 2.9134e-04 5.6014e-06
1.1031e+01 3.2559e-04 5.4112e-06
1.1051e+01 3.7324e-04 5.8235e-06
1.1071e+01 3.5325e-04 6.0010e-06
1.1091e+01 3.5757e-04 6.1130e-06
1.1110e+01 3.8760e-04 6.1081e-06
1.1130e+01 3.9969e-04 6.4783e-06
1.1149e+01 3.8010e-04 6.4390e-06
1.1169e+01 3.6980e-04 6.5883e-06
1.1189e+01 3.6336e-04 6.5266e-06
1.1209e+01 3.4850e-04 6.8537e-06
1.1227e+01 3.4685e-04 6.7017e-06
1.1247e+01 3.2963e-04 7.0098e-06
1.1266e+01 3.3229e-04 7.0344e-06
1.1286e+01 3.6305e-04 7.2349e-06
1.1305e+01 3.7137e-04 7.3008e-06
1.1324e+01 3.7373e-04 7.3281e-06
1.1344e+01 3.8376e-04 7.4973e-06
1.1362e+01 3.6753e-04 7.6914e-06
1.1381e+01 3.7658e-04 7.7891e-06
1.1400e+01 3.8827e-04 7.8872e-06
1.1419e+01 3.9613e-04 7.6114e-06
1.1438e+01 3.6237e-04 7.9144e-06
1.1457e+01 3.6962e-04 7.6362e-06
1.1476e+01 3.7211e-04 8.1664e-06
1.1494e+01 3.5491e-04 8.3686e-06
1.1513e+01 3.6894e-04 8.4673e-06
1.1532e+01 3.2553e-04 7.9977e-06
1.1551e+01 3.3888e-04 8.5775e-06
1.1569e+01 3.3229e-04 8.5791e-06
1.1588e+01 3.5726e-04 9.0248e-06
1.1607e+01 3.3214e-04 8.8158e-06
1.1624e+01 3.1587e-04 9.0247e-06
1.1643e+01 3.1869e-04 9.1381e-06
1.1661e+01 3.4903e-04 8.9218e-06
1.1680e+01 3.0351e-04 9.1918e-06
1.1698e+01 2.7805e-04 9.8353e-06
1.1717e+01 2.9180e-04 1.0093e-05
1.1735e+01 2.5479e-04 9.9536e-06
1.1752e+01 2.7220e-04 1.0107e-05
1.1770e+01 2.9890e-04 1.0533e-05
1.1788e+01 3.4486e-04 1.0575e-05
1.1807e+01 3.0428e-04 1.1408e-05
1.1825e+01 3.4245e-04 1.1309e-05
