# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.0934e+01 1.4967e-04 1.7388e-06
1.0954e+01 1.4495e-04 1.8638e-06
1.0974e+01 1.4115e-04 1.9315e-06
1.0994e+01 1.3908e-04 1.9719e-06
1.1014e+01 1.3752e-04 1.8682e-06
1.1034e+01 1.6289e-04 1.8643e-06
1.1054e+01 1.9798e-04 2.0184e-06
1.1074e+01 2.1350e-04 2.0004e-06
1.1094e+01 2.3199e-04 2.0571e-06
1.1114e+01 2.2666e-04 1.9964e-06
1.1134e+01 2.2268e-04 2.0631e-06
1.1153e+01 2.1382e-04 2.0860e-06
1.1173e+01 1.8859e-04 2.1887e-06
1.1193e+01 1.6832e-04 2.2584e-06
1.1213e+01 1.5130e-04 2.3099e-06
1.1232e+01 1.3059e-04 2.3833e-06
1.1252e+01 1.3865e-04 2.4043e-06
1.1270e+01 1.5995e-04 2.4475e-06
1.1290e+01 1.9290e-04 2.5736e-06
1.1309e+01 2.1519e-04 2.6005e-06
1.1329e+01 2.1822e-04 2.6698e-06
1.1348e+01 2.2558e-04 2.5510e-06
1.1367e+01 2.3020e-04 2.6393e-06
1.1386e+01 2.2728e-04 2.6706e-06
1.1405e+01 2.2260e-04 2.6546e-06
1.1425e+01 1.9630e-04 2.5539e-06
1.1444e+01 1.7341e-04 2.6410e-06
1.1463e+01 1.5459e-04 2.5195e-06
1.1482e+01 1.3643e-04 2.6927e-06
1.1500e+01 1.4372e-04 2.7039e-06
1.1519e+01 1.3587e-04 2.7201e-06
1.1537e+01 1.4588e-04 2.5194e-06
1.1556e+01 1.6277e-04 2.7357e-06
1.1575e+01 1.9824e-04 2.7792e-06
1.1593e+01 2.3253e-04 3.0096e-06
1.1612e+01 2.1638e-04 3.2044e-06
1.1631e+01 2.1728e-04 3.1762e-06
1.1649e+01 2.0644e-04 3.1227e-06
1.1668e+01 1.7639e-04 3.1368e-06
1.1686e+01 1.4615e-04 3.3799e-06
1.1704e+01 1.3061e-04 3.3976e-06
1.1723e+01 9.1987e-05 3.4376e-06
1.1741e+01 1.1179e-04 3.7017e-06
1.1759e+01 1.2431e-04 3.7020e-06
1.1778e+01 1.4370e-04 3.9850e-06
1.1796e+01 1.6695e-04 3.7990e-06
1.1813e+01 1.8285e-04 3.7666e-06
