# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
8.2202e+00 1.8437e-04 1.9528e-06
8.2510e+00 1.9625e-04 1.9837e-06
8.2815e+00 1.9621e-04 1.8880e-06
8.3120e+00 2.0282e-04 2.0345e-06
8.3422e+00 2.0450e-04 2.0752e-06
8.3724e+00 2.1668e-04 2.0669e-06
8.4024e+00 2.1648e-04 2.1067e-06
8.4323e+00 2.2705e-04 2.1133e-06
8.4621e+00 2.3415e-04 2.1337e-06
8.4916e+00 2.3484e-04 2.1346e-06
8.5211e+00 2.4344e-04 2.2164e-06
8.5504e+00 2.4217e-04 2.2184e-06
8.5796e+00 2.5820e-04 2.2798e-06
8.6087e+00 2.5434e-04 2.2799e-06
8.6376e+00 2.6695e-04 2.3445e-06
8.6664e+00 2.8646e-04 2.4291e-06
8.6951e+00 2.7648e-04 2.4782e-06
8.7236e+00 2.9449e-04 2.4891e-06
8.7520e+00 2.8695e-04 2.4989e-06
8.7803e+00 2.9392e-04 2.4378e-06
8.8084e+00 2.9781e-04 2.5679e-06
8.8364e+00 3.1342e-04 2.5278e-06
8.8644e+00 3.2280e-04 2.6613e-06
8.8922e+00 3.2570e-04 2.6812e-06
8.9198e+00 3.3457e-04 2.7197e-06
8.9473e+00 3.3170e-04 2.7271e-06
8.9747e+00 3.3312e-04 2.7974e-06
9.0021e+00 3.4728e-04 2.8225e-06
9.0291e+00 3.4925e-04 2.8740e-06
9.0562e+00 3.5994e-04 2.8573e-06
9.0832e+00 3.5955e-04 2.9688e-06
9.1100e+00 3.6742e-04 2.7414e-06
9.1367e+00 3.6067e-04 2.9692e-06
9.1632e+00 3.6765e-04 3.0119e-06
9.1897e+00 3.7790e-04 3.0601e-06
9.2160e+00 3.8992e-04 3.1337e-06
9.2423e+00 3.9588e-04 3.1528e-06
9.2684e+00 3.9633e-04 3.1877e-06
9.2945e+00 3.9278e-04 3.1887e-06
9.3204e+00 3.9201e-04 3.1449e-06
9.3462e+00 3.9270e-04 3.2408e-06
9.3718e+00 4.0682e-04 3.2308e-06
9.3974e+00 3.9049e-04 3.2561e-06
9.4228e+00 3.8484e-04 3.2329e-06
9.4482e+00 3.8064e-04 3.2970e-06
9.4735e+00 3.8921e-04 3.3123e-06
9.4986e+00 4.0836e-04 3.4018e-06
9.5237e+00 4.1997e-04 3.4437e-06
9.5486e+00 4.3299e-04 3.5137e-06
9.5735e+00 4.4295e-04 3.5052e-06
9.5982e+00 4.2587e-04 3.5483e-06
9.6229e+00 4.2426e-04 3.5343e-06
9.6474e+00 4.0981e-04 3.5715e-06
9.6718e+00 4.1009e-04 3.5179e-06
9.6962e+00 4.1075e-04 3.5950e-06
9.7204e+00 4.2555e-04 3.6648e-06
9.7446e+00 4.2861e-04 3.9910e-06
9.7686e+00 4.3557e-04 3.7721e-06
9.7926e+00 4.2820e-04 3.7687e-06
